index,target
0,1.44631820394
1,-1.33026294934
2,0.374791935737
3,-1.17425881054
4,-0.0532511426382
5,0.619771612483
6,-3.12331484403
7,-1.46921909343
8,0.306306826122
9,-1.09152103991
10,2.31406674391
11,-1.73228080042
12,2.13019598056
13,-6.36520868643
14,0.21700652812
15,-1.76003530706
16,-0.194258846258
17,-2.58907849665
18,1.61903578944
19,-1.00126678282
20,-0.44808383337
21,6.48830092992
22,3.23174554841
23,1.60121388352
24,-0.283572992347
25,-0.0829403277107
26,-0.915040572346
27,-0.611482464231
28,1.11544921093
29,0.947334467365
30,5.3340134384
31,3.12256175193
32,0.428169771378
33,-0.638029162362
34,-1.13647110821
35,0.0592881042279
36,-0.0759804339339
37,1.68710373093
38,-0.102702480558
39,0.634581566423
40,-0.646346380556
41,-1.39074888848
42,-5.50169413327
43,-0.0514632936804
44,2.05222029429
45,0.0927506891727
46,-2.38892570983
47,4.60972467436
48,-2.41446146973
49,1.47042271589
50,9.33616492519
51,-1.98377786169
52,-1.70237036221
53,4.94970743391
54,-0.0965309543563
55,-1.9185442546
56,-0.215572252262
57,-0.223298021501
58,1.91414106638
59,1.38038145465
60,0.188865342191
61,-3.3837885036
62,-0.261236340213
63,1.718588428
64,-0.464280067629
65,-3.04203896316
66,-0.85244153417
67,2.82748107554
68,3.16714355073
69,0.753925168381
70,-0.547079597524
71,0.787101815999
72,-1.10985741315
73,0.0914963514127
74,3.60467322558
75,-0.515102235081
76,-0.32922297152
77,-6.59073006616
78,0.28704551778
79,3.03487172345
80,-0.520033726892
81,0.756510589339
82,-2.31732602247
83,1.40108594713
84,0.96403821227
85,2.23263081129
86,0.889648242892
87,-0.203012461892
88,0.580762563592
89,1.71052687464
90,-0.931114430704
91,-2.6475333683
92,2.38455169205
93,-0.149029273264
94,-6.2901785797
95,-6.43998033162
96,-6.48843731844
97,-0.295784281433
98,1.42411339614
99,-0.348382781697
100,0.936001794288
101,0.841249690369
102,-0.856705134329
103,-0.013260175585
104,1.94861021251
105,-9.41695855562
106,-0.222802827259
107,-0.276059733634
108,-0.150276465316
109,-2.58306902846
110,6.8710776704
111,0.0904165934271
112,2.85661390471
113,1.38776065667
114,5.44340046627
115,0.793295413493
116,0.406105013805
117,1.28192041303
118,-0.484925977513
119,-0.917359791003
120,-2.78375091757
121,-2.14053062886
122,-0.104035979383
123,5.06703867942
124,-5.75381341089
125,-2.13057993772
126,0.412169351753
127,1.32973247433
128,0.27020724573
129,-0.609516039043
130,3.22070377018
131,-2.68525954732
132,0.521779377448
133,-2.55204281277
134,-0.401981030258
135,-0.796513631963
136,0.544113852003
137,0.457851556085
138,1.11150213866
139,1.07868018334
140,-2.22604218251
141,-0.327233348608
142,-0.74688712772
143,0.92725721858
144,-0.430366539447
145,4.4035133811
146,11.0139869924
147,0.864674384023
148,-0.229660129002
149,0.909586105029
150,-0.12960569534
151,-4.90964195035
152,1.15653019115
153,0.156557337994
154,-0.61002898704
155,-0.423550295776
156,-1.18756532763
157,-1.34593370085
158,0.78742800693
159,-0.0076291919142
160,0.296230925081
161,-0.423713625634
162,1.7862663778
163,-2.27166020949
164,-3.30702569846
165,0.271097663482
166,2.14253087378
167,-0.119767485821
168,0.108940416126
169,0.545754170369
170,3.22515981494
171,-3.05546447563
172,-0.162270312085
173,0.26389797838
174,-4.28796336466
175,1.16393172945
176,0.266309655108
177,-0.550874222508
178,3.59999289799
179,3.84465571841
180,2.82122767891
181,-0.00321597970893
182,-0.799783925429
183,16.0833292126
184,-0.315014307146
185,-0.394782768146
186,0.465995695118
187,0.000583365483477
188,-0.360237284385
189,-1.49286422514
190,1.02178134632
191,3.68738297994
192,3.02660915068
